date,nasdaq,sma200_prior,risk_on_signal_close,risk_on_actionable
1997-12-24 00:00:00+00:00,1499.53,1498.1947,True,True
1997-12-26 00:00:00+00:00,1511.38,1499.1716999999999,True,True
1997-12-29 00:00:00+00:00,1537.45,1500.2622000000001,True,True
1997-12-30 00:00:00+00:00,1565.03,1501.4846,True,True
1997-12-31 00:00:00+00:00,1570.35,1502.9126,True,True
1998-01-02 00:00:00+00:00,1581.53,1504.4176499999999,True,True
1998-01-05 00:00:00+00:00,1594.12,1506.07885,True,True
1998-01-06 00:00:00+00:00,1580.14,1507.75315,True,True
1998-01-07 00:00:00+00:00,1561.7,1509.3834999999997,True,True
1998-01-08 00:00:00+00:00,1555.54,1510.9788,True,True
1998-01-09 00:00:00+00:00,1503.22,1512.5162000000003,False,True
1998-01-12 00:00:00+00:00,1507.58,1513.6869,False,False
1998-01-13 00:00:00+00:00,1541.63,1514.9772500000001,True,False
1998-01-14 00:00:00+00:00,1548.76,1516.5769,True,True
1998-01-15 00:00:00+00:00,1547.06,1518.2360500000002,True,True
1998-01-16 00:00:00+00:00,1562.88,1519.9663500000001,True,True
1998-01-20 00:00:00+00:00,1590.14,1521.7119500000001,True,True
1998-01-21 00:00:00+00:00,1587.92,1523.479,True,True
1998-01-22 00:00:00+00:00,1576.51,1525.16185,True,True
1998-01-23 00:00:00+00:00,1575.93,1526.7575499999998,True,True
1998-01-26 00:00:00+00:00,1561.46,1528.39005,True,True
1998-01-27 00:00:00+00:00,1578.9,1530.0185000000001,True,True
1998-01-28 00:00:00+00:00,1610.82,1531.8785,True,True
1998-01-29 00:00:00+00:00,1619.49,1533.85055,True,True
1998-01-30 00:00:00+00:00,1619.36,1535.8836000000001,True,True
1998-02-02 00:00:00+00:00,1652.89,1537.92905,True,True
1998-02-03 00:00:00+00:00,1666.34,1540.10815,True,True
1998-02-04 00:00:00+00:00,1680.44,1542.3269999999998,True,True
1998-02-05 00:00:00+00:00,1676.9,1544.7094499999998,True,True
1998-02-06 00:00:00+00:00,1694.35,1547.03025,True,True
1998-02-09 00:00:00+00:00,1690.43,1549.3662999999997,True,True
1998-02-10 00:00:00+00:00,1709.04,1551.6779499999998,True,True
