strategy,coin,timeframe,regime,status,periods,total_return,annualized_return,sharpe,max_drawdown,win_rate,profit_factor,total_trades,average_trade_duration_bars,calmar
funding_arbitrage,AVAX,8h,Bear Trend,completed_historical_backtest,1770,-0.07750477227720054,-0.048715501125840444,-4.108357051252199,0.07750477227720054,0.0,0.0,16.0,2.4375,-0.6285484066917387
funding_arbitrage,AVAX,8h,Bull Trend,completed_historical_backtest,702,-0.04134049488183289,-0.06377554323852508,-3.1054041770504712,0.05226867288586834,0.0,0.0,15.0,2.533333333333333,-1.220148508032386
funding_arbitrage,AVAX,8h,Crash/Capitulation,completed_historical_backtest,123,0.003010664090915327,0.02714213346894878,0.9940681612581943,0.00793716028100988,0.0,0.0,2.0,3.5,3.419627739392881
funding_arbitrage,AVAX,8h,High Vol Expansion,completed_historical_backtest,360,-0.0242333485418188,-0.07194909197661381,-1.5948852332870032,0.04032532424648705,0.22580645161290322,0.7992744054098115,31.0,4.612903225806452,-1.784216080615438
funding_arbitrage,AVAX,8h,Range/Chop,completed_historical_backtest,3447,-0.10851634207268468,-0.03585625519233537,-1.745935783222409,0.14356274258343793,0.21428571428571427,0.7624296221703972,70.0,4.928571428571429,-0.24976017138636022
funding_arbitrage,AVAX,8h,Unavailable,completed_historical_backtest,1,0.0,0.0,,0.0,,,0.0,,
dca,LINK,1d,Overall,completed_historical_backtest,2750,4.465427941176401,0.2530543297696344,0.7210616280876876,0.9017964759226308,,,100.0,,0.28061135358810724
dca,LINK,1d,Bear Trend,completed_historical_backtest,613,-0.24502844834193382,-0.15420299081347133,0.2913237938657064,0.685934092605265,,,20.0,,-0.2248072992374366
dca,LINK,1d,Bull Trend,completed_historical_backtest,521,1.235255012251475,0.7575096794475968,1.0467452096307872,0.7388581503347487,,,26.0,,1.0252437211451182
dca,LINK,1d,Crash/Capitulation,completed_historical_backtest,42,2.8348538139032597,119268.62589346223,7.508998227895181,0.23632130384167638,,,0.0,,504688.42188415787
dca,LINK,1d,High Vol Expansion,completed_historical_backtest,119,-0.0299258785027684,-0.08903860562285204,0.4927846183705341,0.330162325602696,,,12.0,,-0.26968130134265383
dca,LINK,1d,Range/Chop,completed_historical_backtest,1454,-0.12941180097459837,-0.03421433697373011,0.44244270513324246,0.8497949014608435,,,41.0,,-0.04026187603022072
dca,LINK,1d,Unavailable,completed_historical_backtest,1,0.0,0.0,,0.0,,,1.0,,
funding_arbitrage,LINK,8h,Overall,completed_historical_backtest,7151,-0.2801633104853791,-0.04912393165157447,-2.445315581018339,0.29324484643205184,0.1476510067114094,0.4364333502176755,149.0,4.469798657718121,-0.16751848241928793
funding_arbitrage,LINK,8h,Bear Trend,completed_historical_backtest,1590,-0.029671187678863786,-0.020543469198202158,-2.3572510443865595,0.0335993458169318,0.0,0.0,7.0,2.7142857142857144,-0.6114246780319644
funding_arbitrage,LINK,8h,Bull Trend,completed_historical_backtest,1298,-0.02162099791087635,-0.018283090600976104,-0.5993364238084133,0.09839748649816538,0.2857142857142857,0.9134444284091905,49.0,5.163265306122449,-0.18580851251029662
funding_arbitrage,LINK,8h,Crash/Capitulation,completed_historical_backtest,114,-0.017944776985835742,-0.15974403098388124,-7.160344113249406,0.01900715299942346,0.0,0.0,3.0,2.3333333333333335,-8.404416536696827
funding_arbitrage,LINK,8h,High Vol Expansion,completed_historical_backtest,231,-0.09132145092554977,-0.36508019575380457,-11.981535117702375,0.08924037428839493,0.0,0.0,21.0,3.0,-4.090975622468681
funding_arbitrage,LINK,8h,Range/Chop,completed_historical_backtest,3918,-0.15030758327285665,-0.04453104978936917,-2.5095541082483717,0.15193540521394056,0.11594202898550725,0.3828341015179831,69.0,4.695652173913044,-0.2930919868655032
dca,POL,1d,Overall,completed_historical_backtest,2648,3.523992024796863,0.23145611122862686,0.7103812759373141,0.9761717663421418,,,100.0,,0.2371059266505184
dca,POL,1d,Bear Trend,completed_historical_backtest,618,-0.5809907548177251,-0.4019647058992015,-0.15735935632086362,0.8247282570739097,,,9.0,,-0.4873904858375413
dca,POL,1d,Bull Trend,completed_historical_backtest,452,0.5560008523533067,0.4294151682361884,0.860171319027329,0.5328776705471252,,,18.0,,0.8058419257749945
dca,POL,1d,Crash/Capitulation,completed_historical_backtest,55,2.5621289669644485,4610.6204623423555,5.670335602001561,0.37753200099854245,,,0.0,,12212.528872115812
dca,POL,1d,High Vol Expansion,completed_historical_backtest,118,1.1169709515283963,9.190559371927364,2.044479195305078,0.6577203822741988,,,10.0,,13.973353448693775
dca,POL,1d,Range/Chop,completed_historical_backtest,1404,-0.07983892689680505,-0.021413550526765746,0.4243355760736831,0.8924156547699671,,,62.0,,-0.02399504133786783
dca,POL,1d,Unavailable,completed_historical_backtest,1,0.0,0.0,,0.0,,,1.0,,
funding_arbitrage,POL,8h,Overall,completed_historical_backtest,8352,-0.20734509116245836,-0.030025689109385856,-1.6782936781560651,0.27183110871883764,0.13934426229508196,0.5564138874480048,122.0,4.516393442622951,-0.11045714837753264
funding_arbitrage,POL,8h,Bear Trend,completed_historical_backtest,2440,-0.03547241173851634,-0.016088450847273617,-2.0808225382006906,0.03583830854962289,0.1111111111111111,0.008595598787009991,9.0,2.4444444444444446,-0.4489176944552789
funding_arbitrage,POL,8h,Bull Trend,completed_historical_backtest,1383,-0.0576183083525732,-0.04593065415799824,-1.905923176217353,0.08795772278597991,0.21052631578947367,0.9642839854244112,38.0,5.815789473684211,-0.5221901238820998
funding_arbitrage,POL,8h,Crash/Capitulation,completed_historical_backtest,183,-0.053455848899178426,-0.28032136958664333,-10.975839062425605,0.054130547038670374,0.0,0.0,10.0,2.3,-5.1786169717883
