date,copper,sma12_prior,change3_prior,risk_on_signal,risk_on_actionable
2010-09-01 00:00:00+00:00,7729.590909090909,6915.905860738391,459.50877192982534,True,False
2010-10-01 00:00:00+00:00,8289.761904761905,7043.725936495967,1228.090909090909,True,True
2010-11-01 00:00:00+00:00,8458.420454545456,7209.040375529155,1539.1937229437226,True,True
2010-12-01 00:00:00+00:00,9152.857142857143,7357.038707058738,1155.753787878789,True,True
2011-01-01 00:00:00+00:00,9533.2,7538.362119757149,1423.266233766234,True,True
2011-02-01 00:00:00+00:00,9880.9375,7718.847536423816,1243.4380952380961,True,True
2011-03-01 00:00:00+00:00,9503.358695652174,7969.95274475715,1422.5170454545441,True,True
2011-04-01 00:00:00+00:00,9482.75,8139.654737510773,350.5015527950309,True,True
2011-05-01 00:00:00+00:00,8931.675,8285.730779177438,-50.45000000000073,False,True
2011-06-01 00:00:00+00:00,9066.852272727272,8459.773871282703,-949.2625000000007,False,False
2011-07-01 00:00:00+00:00,9650.464285714286,8673.55322734331,-436.5064229249019,False,False
2011-08-01 00:00:00+00:00,8997.988636363636,8915.211236001318,167.71428571428623,True,False
2011-09-01 00:00:00+00:00,8300.136363636364,9056.4880668094,66.31363636363676,False,True
2011-10-01 00:00:00+00:00,7394.190476190476,9104.033521354851,-766.7159090909081,False,False
2011-11-01 00:00:00+00:00,7581.022727272727,9029.402568973901,-2256.27380952381,False,False
2011-12-01 00:00:00+00:00,7558.875,8956.286091701173,-1416.965909090909,False,False
2012-01-01 00:00:00+00:00,8061.916666666667,8823.454246463078,-741.261363636364,False,False
2012-02-01 00:00:00+00:00,8441.488095238095,8700.847302018634,667.7261904761908,False,False
2012-03-01 00:00:00+00:00,8470.784090909092,8580.89318495514,860.4653679653684,False,False
2012-04-01 00:00:00+00:00,8285.526315789473,8494.84530122655,911.9090909090919,False,False
2012-05-01 00:00:00+00:00,7896.909090909091,8395.076660875675,223.60964912280633,False,False
2012-06-01 00:00:00+00:00,7428.289473684211,8308.846168451431,-544.5790043290044,False,False
2012-07-01 00:00:00+00:00,7584.261363636364,8172.2992685311765,-1042.494617224881,False,False
2012-08-01 00:00:00+00:00,7510.431818181818,8000.115691691351,-701.2649521531093,False,False
2012-09-01 00:00:00+00:00,8087.7425,7876.152623509531,-386.477272727273,False,False
2012-10-01 00:00:00+00:00,8062.032608695652,7858.453134873169,659.4530263157894,True,False
2012-11-01 00:00:00+00:00,7711.227272727273,7914.106645915265,477.77124505928805,False,True
2012-12-01 00:00:00+00:00,7966.486842105263,7924.957024703144,200.79545454545496,True,False
2013-01-01 00:00:00+00:00,8053.738636363636,7958.924678211916,-121.25565789473694,False,True
2013-02-01 00:00:00+00:00,8060.925,7958.243175686664,-8.293972332015983,False,False
2013-03-01 00:00:00+00:00,7652.375,7926.529584416822,349.6977272727272,False,False
2013-04-01 00:00:00+00:00,7221.161904761905,7858.328826841065,-314.11184210526335,False,False
2013-05-01 00:00:00+00:00,7248.714285714286,7769.631792588767,-832.5767316017309,False,False
2013-06-01 00:00:00+00:00,7000.2375,7715.615558822534,-812.210714285714,False,False
2013-07-01 00:00:00+00:00,6906.641304347826,7679.944561015516,-652.1374999999998,False,False
2013-08-01 00:00:00+00:00,7186.25,7623.476222741472,-314.5206004140791,False,False
2013-09-01 00:00:00+00:00,7159.269047619048,7596.46107122632,-62.464285714286234,False,False
2013-10-01 00:00:00+00:00,7203.021739130435,7519.088283527907,159.03154761904807,False,False
2013-11-01 00:00:00+00:00,7070.654761904762,7447.504044397472,296.380434782609,False,False
2013-12-01 00:00:00+00:00,7214.9,7394.123001828931,-115.59523809523762,False,False
2014-01-01 00:00:00+00:00,7291.465909090909,7331.4907649868255,55.630952380951385,False,False
2014-02-01 00:00:00+00:00,7149.2125,7267.968037714098,88.44416996047403,False,False
2014-03-01 00:00:00+00:00,6650.035714285714,7191.991996047432,78.55773809523726,False,False
2014-04-01 00:00:00+00:00,6673.5625,7108.463722237907,-564.8642857142859,False,False
2014-05-01 00:00:00+00:00,6891.125,7062.830438507749,-617.903409090909,False,False
2014-06-01 00:00:00+00:00,6821.142857142857,7033.031331364891,-258.08749999999964,False,False
2014-07-01 00:00:00+00:00,7113.380434782609,7018.106777793462,171.10714285714312,True,False
2014-08-01 00:00:00+00:00,7001.8375,7035.335038663027,439.817934782609,False,True
2014-09-01 00:00:00+00:00,6872.215909090909,7019.967330329695,110.71249999999964,False,False
2014-10-01 00:00:00+00:00,6737.478260869565,6996.046235452351,51.073051948052125,False,False
2014-11-01 00:00:00+00:00,6712.85,6957.250945597277,-375.90217391304395,False,False
2014-12-01 00:00:00+00:00,6446.452380952381,6927.433882105214,-288.9874999999993,False,False
2015-01-01 00:00:00+00:00,5830.535714285714,6863.396580517911,-425.7635281385283,False,False
2015-02-01 00:00:00+00:00,5729.275,6741.652397617479,-906.9425465838513,False,False
2015-03-01 00:00:00+00:00,5939.670454545455,6623.324272617479,-983.5750000000007,False,False
2015-04-01 00:00:00+00:00,6042.0875,6564.127167639123,-506.7819264069258,False,False
2015-05-01 00:00:00+00:00,6294.776315789474,6511.504250972458,211.55178571428587,False,False
2015-06-01 00:00:00+00:00,5833.011363636364,6461.808527288246,565.5013157894746,False,False
2015-07-01 00:00:00+00:00,5456.75,6379.464236162706,-106.65909090909099,False,False
2015-08-01 00:00:00+00:00,5127.3,6241.411699930822,-585.3374999999996,False,False
2015-09-01 00:00:00+00:00,5217.25,6085.2002415974885,-1167.476315789474,False,False
2015-10-01 00:00:00+00:00,5216.090909090909,5947.2864158399125,-615.761363636364,False,False
2015-11-01 00:00:00+00:00,4799.904761904762,5820.5041365250245,-240.659090909091,False,False
2015-12-01 00:00:00+00:00,4638.833333333333,5661.092033350422,-327.3952380952378,False,False
2016-01-01 00:00:00+00:00,4471.7875,5510.4571127155,-578.416666666667,False,False
2016-02-01 00:00:00+00:00,4598.619047619048,5397.228094858358,-744.3034090909086,False,False
2016-03-01 00:00:00+00:00,4953.797619047619,5303.006765493279,-201.28571428571468,False,False
2016-04-01 00:00:00+00:00,4872.738095238095,5220.850695868459,314.96428571428623,False,False
2016-05-01 00:00:00+00:00,4694.5375,5123.4049121383005,400.95059523809505,False,False
2016-06-01 00:00:00+00:00,4641.965909090909,4990.051677489178,95.91845238095266,False,False
2016-07-01 00:00:00+00:00,4864.904761904762,4890.79788961039,-311.83170995671026,False,False
2016-08-01 00:00:00+00:00,4751.670454545455,4841.477453102453,-7.83333333333303,False,False
2016-09-01 00:00:00+00:00,4722.204545454545,4810.1749909812415,57.132954545454595,False,False
2016-10-01 00:00:00+00:00,4731.261904761905,4768.921203102454,80.23863636363603,False,False
2016-11-01 00:00:00+00:00,5450.931818181818,4728.518786075036,-133.6428571428578,False,False
2016-12-01 00:00:00+00:00,5660.35,4782.771040764791,699.2613636363631,True,False
2017-01-01 00:00:00+00:00,5754.559523809524,4867.89742965368,938.1454545454553,True,True
2017-02-01 00:00:00+00:00,5940.9125,4974.795098304473,1023.2976190476193,True,True
2017-03-01 00:00:00+00:00,5824.630434782609,5086.652886002886,489.98068181818235,True,True
2017-04-01 00:00:00+00:00,5683.902777777778,5159.222287314135,164.2804347826086,True,True
2017-05-01 00:00:00+00:00,5599.559523809524,5226.819344192442,-70.65674603174557,False,True
2017-06-01 00:00:00+00:00,5719.761363636364,5302.237846176569,-341.3529761904765,False,False
2017-07-01 00:00:00+00:00,5985.119047619048,5392.054134055357,-104.869071146245,False,False
2017-08-01 00:00:00+00:00,6485.625,5485.405324531547,301.2162698412694,True,False
2017-09-01 00:00:00+00:00,6577.166666666667,5629.901536652759,886.0654761904761,True,True
2017-10-01 00:00:00+00:00,6807.602272727273,5784.481713420436,857.405303030303,True,True
2017-11-01 00:00:00+00:00,6826.545454545455,5957.510077417551,822.4832251082253,True,True
2017-12-01 00:00:00+00:00,6833.894736842105,6072.14454711452,340.92045454545496,True,True
2018-01-01 00:00:00+00:00,7065.852272727273,6169.939941851363,256.728070175438,True,True
2018-02-01 00:00:00+00:00,7006.525,6279.214337594509,258.25,True,True
2018-03-01 00:00:00+00:00,6799.178571428571,6368.0153792611745,179.97954545454468,True,True
2018-04-01 00:00:00+00:00,6851.5125,6449.227723981671,-34.71616541353433,False,True
2018-05-01 00:00:00+00:00,6825.27380952381,6546.528534166857,-214.33977272727316,False,False
