date,walcl,prior_sma13,risk_on_signal_close,risk_on_actionable
2009-10-28 00:00:00+00:00,2161537.0,2098714.153846154,True,True
2009-11-04 00:00:00+00:00,2165067.0,2111098.0,True,True
2009-11-11 00:00:00+00:00,2135035.0,2124626.0,True,True
2009-11-18 00:00:00+00:00,2208721.0,2133867.230769231,True,True
2009-11-25 00:00:00+00:00,2206359.0,2145258.0,True,True
2009-12-02 00:00:00+00:00,2204074.0,2155370.076923077,True,True
2009-12-09 00:00:00+00:00,2186383.0,2164628.076923077,True,True
2009-12-16 00:00:00+00:00,2235763.0,2172200.153846154,True,True
2009-12-23 00:00:00+00:00,2235803.0,2179583.230769231,True,True
2009-12-30 00:00:00+00:00,2234067.0,2185519.5384615385,True,True
2010-01-06 00:00:00+00:00,2235304.0,2192677.0,True,True
2010-01-13 00:00:00+00:00,2291700.0,2200155.3076923075,True,True
2010-01-20 00:00:00+00:00,2251806.0,2207764.0,True,True
2010-01-27 00:00:00+00:00,2246886.0,2211663.0,True,True
2010-02-03 00:00:00+00:00,2249319.0,2218228.3076923075,True,True
2010-02-10 00:00:00+00:00,2256679.0,2224709.230769231,True,True
2010-02-17 00:00:00+00:00,2277574.0,2234066.4615384615,True,True
2010-02-24 00:00:00+00:00,2286127.0,2239362.846153846,True,True
2010-03-03 00:00:00+00:00,2280147.0,2245498.846153846,True,True
2010-03-10 00:00:00+00:00,2282474.0,2251350.6153846155,True,True
2010-03-17 00:00:00+00:00,2307997.0,2258742.230769231,True,True
2010-03-24 00:00:00+00:00,2313149.0,2264298.6923076925,True,True
2010-03-31 00:00:00+00:00,2307150.0,2270248.3846153845,True,True
2010-04-07 00:00:00+00:00,2307575.0,2275870.153846154,True,True
2010-04-14 00:00:00+00:00,2339345.0,2281429.4615384615,True,True
2010-04-21 00:00:00+00:00,2337556.0,2285094.4615384615,True,True
2010-04-28 00:00:00+00:00,2330472.0,2291690.6153846155,True,True
2010-05-05 00:00:00+00:00,2326164.0,2298120.3076923075,True,True
2010-05-12 00:00:00+00:00,2336103.0,2304031.4615384615,True,True
2010-05-19 00:00:00+00:00,2350890.0,2310141.0,True,True
2010-05-26 00:00:00+00:00,2334041.0,2315780.6923076925,True,True
2010-06-02 00:00:00+00:00,2336216.0,2319466.3846153845,True,True
2010-06-09 00:00:00+00:00,2331529.0,2323779.3846153845,True,True
2010-06-16 00:00:00+00:00,2344316.0,2327552.846153846,True,True
2010-06-23 00:00:00+00:00,2344497.0,2330346.6153846155,True,True
2010-06-30 00:00:00+00:00,2330851.0,2332758.0,False,True
2010-07-07 00:00:00+00:00,2332017.0,2334581.153846154,False,False
2010-07-14 00:00:00+00:00,2340717.0,2336461.3076923075,True,False
2010-07-21 00:00:00+00:00,2332322.0,2336566.846153846,False,True
2010-07-28 00:00:00+00:00,2325298.0,2336164.230769231,False,False
2010-08-04 00:00:00+00:00,2326479.0,2335766.230769231,False,False
2010-08-11 00:00:00+00:00,2327533.0,2335790.4615384615,False,False
2010-08-18 00:00:00+00:00,2313662.0,2335131.230769231,False,False
2010-08-25 00:00:00+00:00,2301015.0,2332267.5384615385,False,False
2010-09-01 00:00:00+00:00,2301996.0,2329727.076923077,False,False
2010-09-08 00:00:00+00:00,2305802.0,2327094.769230769,False,False
2010-09-15 00:00:00+00:00,2296079.0,2325115.769230769,False,False
2010-09-22 00:00:00+00:00,2307171.0,2321405.230769231,False,False
2010-09-29 00:00:00+00:00,2298691.0,2318534.0,False,False
2010-10-06 00:00:00+00:00,2308092.0,2316060.153846154,False,False
2010-10-13 00:00:00+00:00,2309885.0,2314219.769230769,False,False
2010-10-20 00:00:00+00:00,2305227.0,2311848.076923077,False,False
2010-10-27 00:00:00+00:00,2295392.0,2309763.846153846,False,False
2010-11-03 00:00:00+00:00,2300353.0,2307463.3846153845,False,False
2010-11-10 00:00:00+00:00,2312768.0,2305453.6923076925,True,False
2010-11-17 00:00:00+00:00,2314757.0,2304317.923076923,True,True
2010-11-24 00:00:00+00:00,2346001.0,2304402.153846154,True,True
2010-12-01 00:00:00+00:00,2346920.0,2307862.6153846155,True,True
