timestamp,kind,gross_spend_usd,fee_slippage_usd,cash_after,strategy,asset,execution_price,reference_open,btc_bought,btc_after,eth_bought,eth_after,sol_bought,sol_after,xrp_bought,xrp_after,btc_sold,eth_sold,sol_sold,xrp_sold,funding_rate,signal_time,planned_exit_time,reference_close
2025-11-02 09:00:00+00:00,cash_contribution,0,0,1129.5681063122915,cash_reserve,,,,,,,,,,,,,,,,,,,
2025-11-03 09:00:00+00:00,cash_contribution,0,0,1162.7906976744177,cash_reserve,,,,,,,,,,,,,,,,,,,
2025-11-04 09:00:00+00:00,cash_contribution,0,0,1196.0132890365439,cash_reserve,,,,,,,,,,,,,,,,,,,
2025-11-05 09:00:00+00:00,cash_contribution,0,0,1229.2358803986701,cash_reserve,,,,,,,,,,,,,,,,,,,
2025-11-06 09:00:00+00:00,cash_contribution,0,0,1262.4584717607963,cash_reserve,,,,,,,,,,,,,,,,,,,
2025-11-07 09:00:00+00:00,cash_contribution,0,0,1295.6810631229225,cash_reserve,,,,,,,,,,,,,,,,,,,
2025-11-08 09:00:00+00:00,cash_contribution,0,0,1328.9036544850487,cash_reserve,,,,,,,,,,,,,,,,,,,
2025-11-09 09:00:00+00:00,cash_contribution,0,0,1362.1262458471749,cash_reserve,,,,,,,,,,,,,,,,,,,
2025-11-10 09:00:00+00:00,cash_contribution,0,0,1395.3488372093011,cash_reserve,,,,,,,,,,,,,,,,,,,
2025-11-11 09:00:00+00:00,cash_contribution,0,0,1428.5714285714273,cash_reserve,,,,,,,,,,,,,,,,,,,
2025-11-12 09:00:00+00:00,cash_contribution,0,0,1461.7940199335535,cash_reserve,,,,,,,,,,,,,,,,,,,
2025-11-13 09:00:00+00:00,cash_contribution,0,0,1495.0166112956797,cash_reserve,,,,,,,,,,,,,,,,,,,
2025-11-14 09:00:00+00:00,cash_contribution,0,0,1528.2392026578059,cash_reserve,,,,,,,,,,,,,,,,,,,
